Year,Month,Day,Diff_11Year,Sunspot_lag1,Sunspot_lag132,Sunspot_lag12,Diff_1Year,Month_sin,Month_cos,Year_sin,Year_cos,RollMean_11year,RollStd_11year,Gerçek_Sunspot,Tahmin_Sunspot,Hata
1862,9,30,57.80000000000001,118.7,68.6,151.9,7.700000000000003,-1.0,-1.8369701987210294e-16,0.9898214418809336,-0.1423148382732784,93.7621212121212,61.6264213317076,126.4,129.13561688039016,-2.735616880390154
1997,6,30,20.2,25.4,0.6,16.5,-4.599999999999998,1.2246467991473532e-16,-1.0,-0.2817325568414228,-0.9594929736144994,97.25984848484848,79.60496633769618,20.8,22.15668248368334,-1.3566824836833398
1894,2,28,62.8,138.6,78.2,121.6,2.4000000000000057,0.8660254037844386,0.5000000000000001,0.909631995354514,0.4154150130018962,66.11136363636363,52.50354062612314,141.0,142.06504001721837,-1.0650400172183652
1946,7,31,137.2,122.6,56.5,71.0,71.1,-0.4999999999999997,-0.8660254037844388,-0.5406408174556098,0.8412535328311733,100.7560606060606,64.26587219824287,193.7,206.9227551003778,-13.22275510037781
1859,7,31,10.199999999999989,165.2,170.5,107.7,15.5,-0.4999999999999997,-0.8660254037844388,4.901063119135766e-15,1.0,94.59924242424243,65.74357600314461,180.7,182.59980850539756,-1.8998085053975728
1988,5,31,47.2,108.8,27.0,39.1,-34.599999999999994,0.4999999999999999,-0.8660254037844387,-0.9898214418809316,-0.1423148382732927,110.40151515151516,80.74030557442615,74.2,77.8671382567166,-3.6671382567165978
1942,1,31,35.1,56.2,24.4,76.1,3.299999999999997,0.4999999999999999,0.8660254037844387,-0.2817325568414308,-0.959492973614497,89.73106060606061,69.5634458414749,59.5,59.465857020192225,0.034142979807775475
1941,7,31,74.9,99.6,36.5,112.5,11.800000000000011,-0.4999999999999997,-0.8660254037844388,0.2817325568414317,-0.9594929736144968,88.30833333333334,70.02468707716196,111.4,111.54367658553863,-0.1436765855386284
1988,9,30,80.29999999999998,139.4,62.4,42.2,3.299999999999983,-1.0,-1.8369701987210294e-16,-0.9898214418809316,-0.1423148382732927,113.02954545454546,80.04289569310248,142.7,143.54182453693545,-0.8418245369354622
1882,10,31,-85.1,96.1,183.7,107.3,2.5,-0.8660254037844386,0.5000000000000001,0.540640817455592,0.8412535328311848,65.00757575757575,54.74298814761655,98.6,94.70182557402823,3.89817442597176
1835,11,30,141.7,158.6,25.0,50.9,8.099999999999994,-0.5000000000000004,0.8660254037844384,-0.9096319953545188,0.4154150130018855,97.95757575757575,83.75751817339588,166.7,166.97869646401085,-0.27869646401086356
1927,7,31,2.299999999999997,98.5,89.3,87.2,-6.900000000000006,-0.4999999999999997,-0.8660254037844388,0.9096319953545224,0.4154150130018774,79.06742424242424,56.11642545216656,91.6,94.15456832484381,-2.554568324843814
1955,12,31,61.4,126.3,47.4,11.3,-17.5,-2.4492935982947064e-16,1.0,-0.9898214418809308,-0.142314838273299,104.62424242424242,77.13604034947448,108.8,113.14223052979476,-4.342230529794762
1918,11,30,48.5,141.7,90.5,160.7,-2.6999999999999886,-0.5000000000000004,0.8660254037844384,0.7557495743542615,-0.6548607339452814,66.22575757575758,58.332452860081226,139.0,137.9657357028455,1.0342642971544933
1938,3,31,28.099999999999994,198.6,116.1,139.7,-54.400000000000006,1.0,6.123233995736766e-17,0.9096319953545194,0.4154150130018841,80.19545454545454,62.54524452561448,144.2,148.83750093335328,-4.637500933353294
1958,8,31,16.100000000000023,271.0,267.4,223.7,12.5,-0.8660254037844385,-0.5000000000000004,9.802126238271532e-15,1.0,130.9787878787879,95.41803887122724,283.5,269.96599929526457,13.534000704735433
1915,10,31,4.799999999999997,82.4,84.3,13.7,6.699999999999989,-0.8660254037844386,0.5000000000000001,0.5406408174555974,0.8412535328311813,56.27348484848484,45.23930578339058,89.1,91.11512482734022,-2.0151248273402302
1779,5,31,162.10000000000002,241.7,71.2,398.2,-8.399999999999977,0.4999999999999999,-0.8660254037844387,-0.9898214418809326,-0.1423148382732863,121.73863636363636,83.50346123257981,233.3,231.67725903488756,1.622740965112456
1871,5,31,106.9,270.9,135.7,293.6,-28.299999999999983,0.4999999999999999,-0.8660254037844387,0.5406408174555982,0.8412535328311808,106.59924242424243,70.52737814582366,242.6,248.58607524181645,-5.986075241816451
1911,1,31,-8.4,9.6,14.0,44.0,-4.0,0.4999999999999999,0.8660254037844387,-0.9898214418809308,-0.142314838273298,57.114393939393935,42.4797520380906,5.6,5.826493566589826,-0.22649356658982622
1906,11,30,-14.900000000000006,29.7,79.7,178.7,35.099999999999994,-0.5000000000000004,0.8660254037844384,0.9898214418809328,-0.1423148382732844,49.77954545454545,37.90422389529663,64.8,64.11192026331189,0.6880797366881097
1891,11,30,18.7,86.0,51.1,15.9,-16.200000000000003,-0.5000000000000004,0.8660254037844384,-0.5406408174555908,0.8412535328311855,58.62803030303031,44.484016023588175,69.8,68.87455848267741,0.9254415173225823
1865,8,31,31.7,50.8,40.1,104.1,21.0,-0.8660254037844385,-0.5000000000000004,-0.2817325568414324,-0.9594929736144966,93.16818181818182,60.73144402080524,71.8,71.80580466897324,-0.005804668973240723
1863,6,30,-46.7,102.1,124.3,159.7,-24.5,1.2246467991473532e-16,-1.0,0.7557495743542606,-0.6548607339452823,91.86969696969696,61.26614688476792,77.6,78.82815901975044,-1.22815901975045
1884,12,31,0.0,60.9,78.6,126.5,17.699999999999996,-2.4492935982947064e-16,1.0,0.9898214418809328,-0.1423148382732849,57.119696969696975,43.3434120114344,78.6,80.03554643708361,-1.435546437083616
1993,3,31,-118.7,127.8,221.1,151.0,-25.39999999999999,1.0,6.123233995736766e-17,0.909631995354522,0.4154150130018788,111.025,75.67782493586172,102.4,100.0672533932604,2.3327466067396045
1963,12,31,-27.3,33.7,48.9,33.2,-12.1,-2.4492935982947064e-16,1.0,0.2817325568414321,-0.9594929736144968,124.11742424242424,100.98460656347832,21.6,21.123541126749267,0.4764588732507349
1951,11,30,-23.200000000000003,73.3,97.4,77.7,0.9000000000000057,-0.5000000000000004,0.8660254037844384,0.7557495743542573,-0.6548607339452862,109.34242424242424,73.488201391084,74.2,73.87873928189633,0.32126071810367307
1857,11,30,-119.0,77.1,178.6,14.7,-17.499999999999993,-0.5000000000000004,0.8660254037844384,-0.909631995354519,0.415415013001885,100.32424242424244,72.7331083941393,59.6,58.46022893091838,1.1397710690816183
2018,2,28,-18.6,6.8,29.3,26.4,3.9,0.8660254037844386,0.5000000000000001,0.2817325568414265,-0.9594929736144984,49.94015151515151,40.88016159692379,10.7,10.247678342377284,0.4523216576227149
2012,11,30,-106.5,76.5,194.1,139.1,11.099999999999994,-0.5000000000000004,0.8660254037844384,-0.5406408174555871,0.8412535328311879,57.970454545454544,52.46024847463855,87.6,86.9479345891745,0.6520654108255002
1999,2,28,52.6,86.0,45.4,50.2,12.0,0.8660254037844386,0.5000000000000001,-0.9898214418809326,-0.1423148382732859,103.875,76.05799552450834,98.0,98.62467230848021,-0.6246723084802142
2004,10,31,3.1000000000000085,48.8,71.1,97.8,25.40000000000001,-0.8660254037844386,0.5000000000000001,0.9096319953545128,0.4154150130018984,91.65530303030305,63.35426904935231,74.2,74.71610562279221,-0.5161056227922103
1788,12,31,-46.39999999999998,157.8,262.2,290.0,58.0,-2.4492935982947064e-16,1.0,-0.2817325568414289,-0.9594929736144976,132.49848484848485,87.66687814907264,215.8,211.09576310176902,4.704236898230988
1882,4,30,-49.400000000000006,111.5,209.0,86.1,48.1,0.8660254037844387,-0.4999999999999998,0.540640817455592,0.8412535328311848,70.61666666666666,63.10453240598579,159.6,161.74523797101375,-2.1452379710137564
1940,4,30,13.199999999999989,138.9,87.9,181.9,-37.80000000000001,0.8660254037844387,-0.4999999999999998,0.7557495743542617,-0.6548607339452811,87.48333333333335,70.28704414800507,101.1,98.79326898432603,2.306731015673961
1786,3,31,60.2,79.3,19.3,15.0,0.2000000000000028,1.0,6.123233995736766e-17,0.7557495743542584,-0.654860733945285,99.65833333333332,84.98893869803183,79.5,79.58870956590464,-0.08870956590463663
1967,12,31,-93.0,133.6,272.0,99.8,45.400000000000006,-2.4492935982947064e-16,1.0,-0.909631995354526,0.4154150130018699,120.01666666666664,95.0079941728223,179.0,177.48168146026657,1.5183185397334285
1933,6,30,-1.1000000000000014,5.3,9.8,36.9,3.3999999999999995,1.2246467991473532e-16,-1.0,-0.9898214418809308,-0.1423148382732985,63.57575757575758,48.05520222883001,8.7,8.413723584711736,0.2862764152882633
1935,8,31,18.1,56.5,32.1,13.9,-6.299999999999997,-0.8660254037844385,-0.5000000000000004,-0.5406408174556036,0.8412535328311773,64.76818181818183,47.33747013848246,50.2,49.318004485259245,0.8819955147407583
1962,6,30,-82.80000000000001,61.9,142.4,109.5,-2.299999999999997,1.2246467991473532e-16,-1.0,0.755749574354262,-0.6548607339452807,126.38257575757576,99.51825679007966,59.6,60.107456016233265,-0.5074560162332631
2015,5,31,29.599999999999994,75.3,59.2,112.5,13.5,0.4999999999999999,-0.8660254037844387,0.9096319953545158,0.4154150130018921,51.243181818181824,40.53248286125563,88.8,85.79940939222584,3.000590607774157
1852,4,30,57.39999999999999,116.2,66.9,107.3,8.099999999999994,0.8660254037844387,-0.4999999999999998,0.7557495743542605,-0.6548607339452825,103.80530303030304,70.36862190467029,124.3,126.89118433506384,-2.5911843350638435
1787,7,31,211.6,165.3,1.7,138.3,48.0,-0.4999999999999997,-0.8660254037844388,0.2817325568414301,-0.9594929736144971,118.82878787878788,82.67083494916028,213.3,223.59176822466443,-10.291768224664423
1903,6,30,-98.9,24.3,126.1,2.4,2.8999999999999986,1.2246467991473532e-16,-1.0,3.921345679817883e-15,1.0,63.66212121212121,51.82353724187492,27.2,28.89370238905785,-1.6937023890578509
1914,3,31,3.5,4.4,1.8,3.8,0.8999999999999995,1.0,6.123233995736766e-17,-3.429011037612589e-15,1.0,55.7969696969697,43.82131821018685,5.3,5.007952580286918,0.29204741971308223
2011,10,31,-30.3,120.1,156.0,33.6,5.6000000000000085,-0.8660254037844386,0.5000000000000001,-0.9096319953545146,0.4154150130018949,64.72878787878788,60.90312860049727,125.7,126.9713036794666,-1.2713036794665982
1847,5,31,-59.99999999999999,74.6,185.7,99.9,51.10000000000001,0.4999999999999999,-0.8660254037844387,-0.5406408174556019,0.8412535328311784,103.30833333333334,74.500896087307,125.7,127.96971762694552,-2.2697176269455213
1892,2,29,37.5,115.2,88.6,36.9,10.899999999999991,0.8660254037844386,0.5000000000000001,-2.939152317953648e-15,1.0,59.36287878787879,45.05631489880184,126.1,123.24568903211951,2.8543109678804797
1931,11,30,-14.099999999999998,16.6,45.3,59.4,14.599999999999998,-0.5000000000000004,0.8660254037844384,-0.2817325568414242,-0.959492973614499,66.78181818181818,46.04231014389405,31.2,31.020497627002747,0.17950237299725202
1904,1,31,-52.1,76.2,104.7,13.9,-23.6,0.4999999999999999,0.8660254037844387,0.5406408174555917,0.841253532831185,60.02651515151515,49.75089835369568,52.6,52.664600400212926,-0.06460040021292457
1972,2,29,59.89999999999999,87.0,65.4,111.8,38.3,0.8660254037844386,0.5000000000000001,0.989821441880933,-0.142314838273283,86.69242424242425,52.6565896229468,125.3,119.82505620471171,5.474943795288283
1993,2,28,-103.1,81.4,230.9,230.7,46.39999999999999,0.8660254037844386,0.5000000000000001,0.909631995354522,0.4154150130018788,111.92424242424242,76.27740765960166,127.8,123.11860854219884,4.681391457801155
1960,12,31,-45.39999999999999,126.9,166.6,177.1,-5.700000000000003,-2.4492935982947064e-16,1.0,0.9096319953545192,0.4154150130018846,132.49848484848485,97.82120236060592,121.2,122.30720960917874,-1.1072096091787387
1983,11,30,-13.5,72.5,59.2,127.5,-26.8,-0.5000000000000004,0.8660254037844384,0.989821441880934,-0.1423148382732757,109.7840909090909,80.13785720358726,45.7,47.516645039203254,-1.8166450392032516
1951,4,30,30.599999999999994,79.3,101.1,160.6,52.39999999999999,0.8660254037844387,-0.4999999999999998,0.7557495743542573,-0.6548607339452862,109.975,73.45977283650456,131.7,127.96399414268883,3.736005857311156
1869,3,31,21.700000000000003,99.9,66.3,44.0,-11.900000000000006,1.0,6.123233995736766e-17,-0.5406408174556023,0.8412535328311781,97.61439393939396,57.239537038599984,88.0,88.49292548409308,-0.4929254840930781
1926,8,31,-13.299999999999995,87.2,116.0,63.3,15.5,-0.8660254037844385,-0.5000000000000004,0.5406408174556031,0.8412535328311775,76.69318181818181,54.811730779278655,102.7,104.49147109847924,-1.791471098479235
1789,1,31,-105.5,215.8,295.5,230.0,-25.80000000000001,0.4999999999999999,0.8660254037844387,-0.7557495743542587,-0.6548607339452845,131.6992424242424,86.64442956701959,190.0,191.68068588353742,-1.6806858835374214
1967,4,30,-58.29999999999998,158.3,156.7,69.0,-59.900000000000006,0.8660254037844387,-0.4999999999999998,-0.909631995354526,0.4154150130018699,125.76060606060608,98.63175305691524,98.4,94.17884042754837,4.22115957245164
1889,2,28,10.7,1.3,3.5,11.8,12.9,0.8660254037844386,0.5000000000000001,-0.989821441880933,-0.1423148382732835,57.69166666666667,44.75818325394109,14.2,15.088475761419822,-0.8884757614198229
1852,5,31,-8.100000000000009,124.3,112.4,118.9,-20.0,0.4999999999999999,-0.8660254037844387,0.7557495743542605,-0.6548607339452825,103.7439393939394,70.3646014595492,104.3,105.1010227355896,-0.8010227355895978
1846,11,30,-66.1,93.4,166.7,65.7,7.199999999999989,-0.5000000000000004,0.8660254037844384,-0.9096319953545188,0.4154150130018852,106.42954545454546,76.1214474984381,100.6,100.08266273755078,0.5173372624492174
1837,1,31,302.6,343.8,10.8,147.6,-30.400000000000038,0.4999999999999999,0.8660254037844387,-1.7145055188062944e-15,1.0,117.9598484848485,86.54666998488766,313.4,265.64092668722384,47.75907331277614
1870,7,31,55.70000000000002,226.3,165.2,98.8,-5.400000000000006,-0.4999999999999997,-0.8660254037844388,4.656133759306296e-15,1.0,102.73863636363636,64.51374981880659,220.9,225.4122281049236,-4.512228104923594
1785,5,31,-38.5,26.2,73.0,10.0,8.3,0.4999999999999999,-0.8660254037844387,0.9898214418809328,-0.1423148382732854,97.25833333333334,86.61766126490916,34.5,32.87843008654782,1.621569913452177
1920,4,30,-69.89999999999999,116.9,94.6,86.3,-92.2,0.8660254037844387,-0.4999999999999998,-0.2817325568414312,-0.9594929736144968,67.65681818181817,59.241816767557694,24.7,51.62156776097071,-26.921567760970714
2010,10,31,-72.69999999999999,36.4,106.3,7.7,-2.799999999999997,-0.8660254037844386,0.5000000000000001,-0.9898214418809296,-0.1423148382733072,74.85681818181818,68.9880089073809,33.6,34.578722905311935,-0.9787229053119333
1908,8,31,99.2,65.8,51.7,90.5,85.10000000000001,-0.8660254037844385,-0.5000000000000004,0.2817325568414242,-0.959492973614499,52.85075757575757,41.48932447296789,150.9,156.05450898504142,-5.154508985041417
1904,12,31,-124.3,63.4,215.4,76.2,27.7,-2.4492935982947064e-16,1.0,0.5406408174555917,0.841253532831185,54.51060606060606,43.65281355110557,91.1,93.0728528217372,-1.9728528217372059
1977,7,31,-49.6,54.9,80.2,2.9,-24.3,-0.4999999999999997,-0.8660254037844388,-0.9898214418809308,-0.1423148382732995,87.92575757575759,52.93714784118165,30.6,29.854808979186075,0.7451910208139267
1904,8,31,-49.70000000000002,84.3,146.8,48.0,12.799999999999995,-0.8660254037844385,-0.5000000000000004,0.5406408174555917,0.841253532831185,57.23030303030303,47.62225078020893,97.1,95.17307964150953,1.926920358490463
1918,6,30,-2.0999999999999943,127.9,101.1,191.4,-28.90000000000001,1.2246467991473532e-16,-1.0,0.7557495743542615,-0.6548607339452814,63.47272727272727,55.74660102041758,99.0,99.31840203264534,-0.31840203264533784
1900,1,31,14.4,17.6,1.3,32.4,-1.900000000000002,0.4999999999999999,0.8660254037844387,-0.989821441880932,-0.1423148382732907,69.17878787878789,50.09605434677423,15.7,14.100564115384561,1.5994358846154384
1974,9,30,2.0,47.9,55.2,84.1,9.300000000000004,-1.0,-1.8369701987210294e-16,0.2817325568414392,-0.9594929736144946,88.82954545454545,52.2032313624102,57.2,56.30261784795304,0.8973821520469656
1839,2,28,-5.899999999999977,175.9,176.7,141.3,-5.099999999999994,0.8660254037844386,0.5000000000000001,0.9096319953545172,0.4154150130018886,135.63560606060605,88.69187345629331,170.8,166.4231712480384,4.376828751961625
2000,12,31,-68.1,158.1,211.4,116.8,-14.799999999999985,-2.4492935982947064e-16,1.0,-0.9096319953545292,0.4154150130018628,101.17954545454543,72.11638995786737,143.3,147.18901345784232,-3.88901345784231
1899,10,31,18.3,14.0,3.4,57.1,7.699999999999999,-0.8660254037844386,0.5000000000000001,-0.7557495743542524,-0.6548607339452918,69.05757575757576,50.24302484149632,21.7,22.19004622835618,-0.4900462283561815
1788,11,30,-85.5,236.7,243.3,235.8,-78.89999999999998,-0.5000000000000004,0.8660254037844384,-0.2817325568414289,-0.9594929736144976,132.85,88.09541626221092,157.8,146.1476376049175,11.65236239508252
1909,1,31,14.199999999999989,65.9,80.4,65.4,28.69999999999999,0.4999999999999999,0.8660254037844387,-0.2817325568414247,-0.9594929736144988,54.518181818181816,42.21359322727121,94.6,98.05136825033145,-3.4513682503314556
2013,12,31,-22.999999999999982,113.9,147.2,56.8,10.299999999999995,-2.4492935982947064e-16,1.0,-1.2738802633678828e-14,1.0,50.11666666666667,39.30265450830877,124.2,123.39078407870673,0.8092159212932728
1844,8,31,30.200000000000003,35.2,9.5,19.6,4.5,-0.8660254037844385,-0.5000000000000004,-0.7557495743542579,-0.6548607339452855,101.17651515151516,80.69254707948777,39.7,38.31614015711163,1.38385984288837
1889,1,31,-22.3,11.1,23.6,21.2,-9.8,0.4999999999999999,0.8660254037844387,-0.989821441880933,-0.1423148382732835,57.61060606060607,44.84715221979311,1.3,3.8435549866609624,-2.543554986660962
1994,5,31,-102.7,27.4,132.5,78.8,2.400000000000002,0.4999999999999999,-0.8660254037844387,0.9898214418809352,-0.1423148382732684,103.27424242424244,76.38363361450244,29.8,30.85208520871058,-1.0520852087105794
1885,3,31,-18.5,119.7,101.4,145.8,-36.8,1.0,6.123233995736766e-17,0.7557495743542656,-0.6548607339452767,57.10530303030303,43.427275902062654,82.9,82.86162968856301,0.03837031143699221
1833,5,31,-153.0,4.6,174.5,68.9,16.9,0.4999999999999999,-0.8660254037844387,-0.755749574354258,-0.6548607339452853,102.1280303030303,79.39425759840654,21.5,19.621427048496123,1.8785729515038767
1866,6,30,23.0,24.6,8.4,63.8,6.799999999999997,1.2246467991473532e-16,-1.0,-0.7557495743542576,-0.6548607339452859,93.92727272727272,60.053565263872265,31.4,30.819091323343006,0.5809086766569926
1849,1,31,56.80000000000001,265.8,241.5,265.2,32.5,0.4999999999999999,0.8660254037844387,0.5406408174555987,0.8412535328311805,101.16439393939392,71.40285466161957,298.3,282.40564606973373,15.894353930266277
1976,12,31,-2.3999999999999986,7.9,24.7,11.6,14.4,-2.4492935982947064e-16,1.0,-0.7557495743542559,-0.6548607339452878,89.37651515151515,51.71573632061129,22.3,20.08774840514931,2.2122515948506916
1952,4,30,-12.9,31.5,54.6,131.7,10.200000000000005,0.8660254037844387,-0.4999999999999998,0.2817325568414388,-0.9594929736144948,108.07121212121211,74.24214203187695,41.7,41.95282825664799,-0.25282825664798736
1890,6,30,-5.8,7.9,8.0,10.8,-5.7,1.2246467991473532e-16,-1.0,-0.9096319953545222,0.4154150130018779,58.04318181818181,44.415034579171135,2.2,2.7561643003971823,-0.5561643003971821
1902,9,30,-55.9,3.8,68.5,9.7,8.8,-1.0,-1.8369701987210294e-16,-0.540640817455597,0.8412535328311815,67.96969696969697,51.15084851421585,12.6,11.229479390501293,1.3705206094987066
1832,11,30,-76.2,35.2,100.0,72.5,-11.400000000000002,-0.5000000000000004,0.8660254037844384,-0.2817325568414263,-0.9594929736144984,106.88787878787878,77.84379645063437,23.8,24.75192155718897,-0.951921557188971
1945,11,30,62.1,114.5,14.5,17.9,-37.900000000000006,-0.5000000000000004,0.8660254037844384,-0.9096319953545258,0.4154150130018703,95.8121212121212,64.86672423533786,76.6,77.17027574332243,-0.5702757433224406
1873,12,31,-14.0,92.5,96.0,139.9,-10.5,-2.4492935982947064e-16,1.0,0.9898214418809336,-0.1423148382732781,105.93030303030302,70.15827247626648,82.0,83.98267034958464,-1.9826703495846374
1833,12,31,-42.1,9.8,58.7,45.8,6.800000000000001,-2.4492935982947064e-16,1.0,-0.755749574354258,-0.6548607339452853,97.46742424242424,81.53315955052848,16.6,15.533137365048885,1.066862634951116
1872,7,31,8.5,183.3,167.5,171.8,-7.300000000000011,-0.4999999999999997,-0.8660254037844388,0.9096319953545172,0.4154150130018892,105.4659090909091,69.04216084376574,176.0,176.86027745818072,-0.8602774581807182
1973,7,31,1.8000000000000045,56.1,31.4,108.3,-22.9,-0.4999999999999997,-0.8660254037844388,0.7557495743542576,-0.6548607339452859,88.20303030303032,52.64836533480007,33.2,32.89892481622481,0.3010751837751897
1937,11,30,23.10000000000001,208.2,100.8,192.3,-84.29999999999998,-0.5000000000000004,0.8660254037844384,0.540640817455597,0.8412535328311815,79.32348484848485,61.49383989486291,123.9,119.47420244865148,4.4257975513485235
1987,9,30,22.200000000000003,47.9,20.0,5.1,-5.699999999999996,-1.0,-1.8369701987210294e-16,-0.7557495743542512,-0.6548607339452933,107.70909090909092,82.69974612009145,42.2,44.258731332390674,-2.0587313323906713
1861,1,31,-69.69999999999999,181.7,188.2,156.6,-63.19999999999999,0.4999999999999999,0.8660254037844387,0.9096319953545172,0.415415013001889,92.6181818181818,61.33130381137632,118.5,122.49344982561634,-3.993449825616338
2016,4,30,-1.7000000000000028,54.1,39.6,75.3,-16.200000000000003,0.8660254037844387,-0.4999999999999998,0.9898214418809332,-0.142314838273282,51.38333333333333,40.36609409099231,37.9,41.374414871131684,-3.4744148711316853
1933,2,28,-7.0,20.4,43.9,17.6,16.5,0.8660254037844386,0.5000000000000001,-0.9898214418809308,-0.1423148382732985,64.31136363636362,47.74590290200636,36.9,36.001859271303616,0.898140728696383
1989,4,30,25.100000000000023,170.4,141.2,108.8,-4.099999999999994,0.8660254037844387,-0.4999999999999998,-0.9096319953545202,0.4154150130018824,118.17348484848485,81.26737405301766,166.3,165.234468328308,1.065531671692014
1876,5,31,-47.4,3.9,55.9,19.2,4.6,0.4999999999999999,-0.8660254037844387,-0.2817325568414321,-0.9594929736144968,97.5939393939394,75.06841231752652,8.5,8.264004019715076,0.2359959802849243
1961,1,31,-61.80000000000001,121.2,143.9,207.2,-39.10000000000001,0.4999999999999999,0.8660254037844387,0.989821441880932,-0.1423148382732903,132.03030303030303,97.91406337978776,82.1,81.59997945833507,0.5000205416649237
1891,4,30,1.8000000000000045,17.2,32.4,2.7,17.000000000000004,0.8660254037844387,-0.4999999999999998,-0.5406408174555908,0.8412535328311855,57.85681818181818,44.49846929897039,34.2,32.489334800845356,1.710665199154647
1918,3,31,12.400000000000006,108.7,108.0,158.0,11.700000000000005,1.0,6.123233995736766e-17,0.7557495743542615,-0.6548607339452814,63.83484848484849,56.34131805188966,120.4,120.82813039998969,-0.4281303999896835
1996,11,30,7.0,0.7,17.9,14.0,24.2,-0.5000000000000004,0.8660254037844384,0.2817325568414397,-0.9594929736144944,97.15151515151516,79.73157781897713,24.9,27.36831859541881,-2.468318595418811
1882,8,31,-85.4,75.7,152.9,97.3,-8.200000000000003,-0.8660254037844385,-0.5000000000000004,0.540640817455592,0.8412535328311848,66.22575757575757,56.33742078173015,67.5,66.11393635497424,1.3860636450257573
1961,5,31,-78.2,86.9,150.5,169.3,-14.600000000000009,0.4999999999999999,-0.8660254037844387,0.989821441880932,-0.1423148382732903,129.75,98.33721271512724,72.3,71.39606439358391,0.9039356064160842
1862,12,31,-41.10000000000001,96.0,118.7,152.8,-18.40000000000001,-2.4492935982947064e-16,1.0,0.9898214418809336,-0.1423148382732784,92.98030303030303,61.52052898773209,77.6,73.89786845059419,3.702131549405806
1831,10,31,-129.6,63.2,206.7,149.5,13.899999999999991,-0.8660254037844386,0.5000000000000001,0.2817325568414293,-0.9594929736144976,117.08181818181818,76.20703902310456,77.1,78.59507602145376,-1.4950760214537695
1779,9,30,73.7,186.7,111.3,286.2,-1.6999999999999886,-1.0,-1.8369701987210294e-16,-0.9898214418809326,-0.1423148382732863,124.32954545454544,84.59936814106916,185.0,184.43852298177194,0.5614770182280608
1911,5,31,-0.5999999999999996,27.6,15.7,36.9,-12.500000000000002,0.4999999999999999,-0.8660254037844387,-0.9898214418809308,-0.142314838273298,57.13484848484848,42.46889294431619,15.1,14.786452301101155,0.3135476988988444
1866,10,31,20.9,13.9,5.9,32.5,12.9,-0.8660254037844386,0.5000000000000001,-0.7557495743542576,-0.6548607339452859,94.29545454545456,59.55734021154964,26.8,27.336374114456483,-0.536374114456482
1841,10,31,-102.1,60.9,149.5,91.7,-13.5,-0.8660254037844386,0.5000000000000001,0.7557495743542603,-0.6548607339452828,109.31742424242424,78.6399578873294,47.4,46.59040152976866,0.8095984702313359
1785,7,31,13.0,43.8,47.5,10.0,16.700000000000003,-0.4999999999999997,-0.8660254037844388,0.9898214418809328,-0.1423148382732854,97.04090909090908,86.68763345822224,60.5,61.29237585643021,-0.7923758564302119
1938,8,31,103.20000000000002,275.6,89.6,229.5,-82.80000000000001,-0.8660254037844385,-0.5000000000000004,0.9096319953545194,0.4154150130018841,83.56136363636364,66.82016042593489,192.8,212.42631507248646,-19.62631507248645
1995,5,31,-77.5,21.6,96.9,29.8,-2.200000000000003,0.4999999999999999,-0.8660254037844387,0.7557495743542672,-0.6548607339452748,98.73257575757576,78.3089238635906,19.4,18.200268226828236,1.199731773171763
1944,5,31,-1.2000000000000002,0.4,5.3,23.6,3.7,0.4999999999999999,-0.8660254037844387,-0.9898214418809318,-0.1423148382732917,91.26515151515152,68.81885724269627,4.1,4.082014397095986,0.017985602904013298
1969,9,30,-155.8,138.8,285.1,166.0,-9.5,-1.0,-1.8369701987210294e-16,2.4517695208410603e-15,1.0,101.5439393939394,71.59094814373158,129.3,131.10379699289868,-1.8037969928986683
1887,1,31,-12.6,21.7,29.6,49.8,-4.699999999999999,0.4999999999999999,0.8660254037844387,-0.2817325568414251,-0.9594929736144988,58.42045454545455,44.14077538625932,17.0,16.87529766943981,0.12470233056018998
2004,1,31,-20.800000000000004,72.2,81.4,133.5,-11.6,0.4999999999999999,0.8660254037844387,0.9096319953545128,0.4154150130018984,92.3659090909091,63.46062652554411,60.6,61.07288952033901,-0.47288952033900955
1981,7,31,46.0,131.6,159.3,192.9,73.70000000000002,-0.4999999999999997,-0.8660254037844388,0.5406408174555961,0.8412535328311821,100.73333333333332,74.527379739186,205.3,210.34610313867256,-5.0461031386725494
1926,11,30,29.89999999999999,119.3,70.9,97.6,-18.5,-0.5000000000000004,0.8660254037844384,0.5406408174556031,0.8412535328311775,77.29242424242425,55.00216043114536,100.8,105.1830100096021,-4.383010009602103
1975,2,28,-8.600000000000001,27.3,25.3,37.3,-10.6,0.8660254037844386,0.5000000000000001,-0.2817325568414232,-0.9594929736144991,89.00681818181818,52.077360530993765,16.7,17.169485349555888,-0.46948534955588883
1786,4,30,123.6,79.5,18.7,26.2,62.80000000000001,0.8660254037844387,-0.4999999999999998,0.7557495743542584,-0.654860733945285,100.59469696969695,84.77077336832974,142.3,150.70492157232312,-8.404921572323104
1975,11,30,16.799999999999997,13.6,11.1,35.9,14.3,-0.5000000000000004,0.8660254037844384,-0.2817325568414232,-0.9594929736144991,89.7840909090909,51.12090268699955,27.9,27.821401968390106,0.07859803160989287
1837,3,31,209.3,292.6,15.0,163.7,-68.30000000000001,1.0,6.123233995736766e-17,-1.7145055188062944e-15,1.0,121.66136363636365,87.35630088892577,224.3,253.8565593181904,-29.55655931819038
